2015-02-05 00:45:54, WIN-M4BNKTIO76D, PE_file, yaramem, None, 312
2015-02-06 12:41:39, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\cmd.exe, 2436

2015-02-06 12:41:39, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\taskhostex.exe, 2876

2015-02-06 12:41:39, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\conhost.exe, 3148

2015-02-06 12:41:40, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\SettingSyncHost.exe, 3244

2015-02-06 12:41:40, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\cmd.exe, 3276

2015-02-06 12:41:41, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\RuntimeBroker.exe, 3420

2015-02-06 12:41:42, WIN8-TEST, PE_file, yaramem, C:\Program Files\VMware\VMware Tools\vmtoolsd.exe, 3496

2015-02-06 12:41:42, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\conhost.exe, 3548

2015-02-06 12:41:43, WIN8-TEST, PE_file, yaramem, C:\Windows\WinStore\WSHost.exe, 3676

2015-02-06 12:41:43, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\conhost.exe, 3684

2015-02-06 12:41:44, WIN8-TEST, PE_file, yaramem, C:\Windows\System32\WWAHost.exe, 4280

2015-02-06 12:41:45, WIN8-TEST, PE_file, yaramem, C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.4.9600.16384_x64__8wekyb3d8bbwe\livecomm.exe, 4396

2015-02-06 12:41:45, WIN8-TEST, PE_file, yaramem, C:\Program Files (x86)\Internet Explorer\ielowutil.exe, 5108

2015-02-09 15:46:54, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\1b99\76577658avv.gem

2015-02-09 15:46:55, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\BootstrapperCore.dll

2015-02-09 15:46:56, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\ManagedUx.dll

2015-02-09 15:46:57, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\mbahost.dll

2015-02-09 15:46:58, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\mbapreq.dll

2015-02-09 15:46:59, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\sqmapi.dll

2015-02-09 15:48:45, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\1b99\76577658avv.gem

2015-02-09 15:48:46, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\BootstrapperCore.dll

2015-02-09 15:48:47, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\ManagedUx.dll

2015-02-09 15:48:48, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\mbahost.dll

2015-02-09 15:48:49, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\mbapreq.dll

2015-02-09 15:48:50, WIN-M4BNKTIO76D, PE_file, yaradisk, c:\windows\temp\{29da3a37-6a61-4767-bb98-86d0515cd0b1}\.ba1\sqmapi.dll

2015-02-09 16:10:37, WIN-M4BNKTIO76D, PE_file, yaramem, None, 312

2015-02-09 16:10:38, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\csrss.exe, 412

2015-02-09 16:10:39, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\wininit.exe, 500

2015-02-09 16:10:40, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\csrss.exe, 508

2015-02-09 16:10:42, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\services.exe, 560

2015-02-09 16:10:43, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\lsass.exe, 576

2015-02-09 16:10:44, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\lsm.exe, 584

2015-02-09 16:10:45, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\winlogon.exe, 644

2015-02-09 16:10:47, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 732

2015-02-09 16:10:48, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 812

2015-02-09 16:10:49, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\svchost.exe, 904

2015-02-09 16:10:51, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\svchost.exe, 944

2015-02-09 16:10:52, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 984

2015-02-09 16:10:54, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 1008

2015-02-09 16:10:56, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 1284

2015-02-09 16:10:57, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\spoolsv.exe, 1408

2015-02-09 16:10:58, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 1436

2015-02-09 16:11:00, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\svchost.exe, 1496

2015-02-09 16:11:01, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Common Files\Adobe\ARM\1.0\armsvc.exe, 1568

2015-02-09 16:11:02, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 1616

2015-02-09 16:11:03, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Juniper Networks\Common Files\dsNcService.exe, 1648

2015-02-09 16:11:05, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\grr\3.0.0.2\grrservice.exe, 1716

2015-02-09 16:11:06, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Common Files\Juniper Networks\JUNS\dsAccessService.exe, 1764

2015-02-09 16:11:07, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\Common Framework\FrameworkService.exe, 1816

2015-02-09 16:11:09, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\VirusScan Enterprise\VsTskMgr.exe, 1884

2015-02-09 16:11:10, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\mfevtps.exe, 1916

2015-02-09 16:11:12, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\Microsoft.NET\Framework\v4.0.30319\SMSvcHost.exe, 1936

2015-02-09 16:11:14, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\VirusScan Enterprise\mfeann.exe, 1972

2015-02-09 16:11:15, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\conhost.exe, 1988

2015-02-09 16:11:16, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\Common Framework\naPrdMgr.exe, 404

2015-02-09 16:11:17, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe, 684

2015-02-09 16:11:18, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 888

2015-02-09 16:11:20, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\VMware\VMware Tools\vmtoolsd.exe, 1184

2015-02-09 16:11:21, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 408

2015-02-09 16:11:23, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Common Files\McAfee\SystemCore\mcshield.exe, 1948

2015-02-09 16:11:25, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Common Files\VMware\USB\vmware-usbarbitrator.exe, 2112

2015-02-09 16:11:26, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\wbem\wmiprvse.exe, 2428

2015-02-09 16:11:27, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 2620

2015-02-09 16:11:28, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\msdtc.exe, 2892

2015-02-09 16:11:30, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\taskhost.exe, 3032

2015-02-09 16:11:35, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\Dwm.exe, 3268

2015-02-09 16:11:39, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\Explorer.EXE, 3304

2015-02-09 16:11:41, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\VMware\VMware Tools\vmtoolsd.exe, 3412

2015-02-09 16:11:42, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Citrix\ICA Client\concentr.exe, 3424

2015-02-09 16:11:44, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Citrix\ICA Client\redirector.exe, 3440

2015-02-09 16:11:45, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\Common Framework\UdaterUI.exe, 3448

2015-02-09 16:11:46, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Citrix\Receiver\Receiver.exe, 3580

2015-02-09 16:11:48, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Novell\Messenger\NMCL32.exe, 3616

2015-02-09 16:11:49, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\Common Framework\McTray.exe, 2148

2015-02-09 16:11:51, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\SearchIndexer.exe, 1112

2015-02-09 16:11:53, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Citrix\ICA Client\wfcrun32.exe, 1544

2015-02-09 16:11:54, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Citrix\SelfServicePlugin\SelfServicePlugin.exe, 4120

2015-02-09 16:11:56, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\Windows Media Player\wmpnetwk.exe, 5032

2015-02-09 16:11:58, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\McAfee\VirusScan Enterprise\SHSTAT.EXE, 5096

2015-02-09 16:11:59, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\svchost.exe, 5244

2015-02-09 16:12:01, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\sppsvc.exe, 4964

2015-02-09 16:12:02, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\svchost.exe, 3684

2015-02-09 16:12:03, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\AskPartnerNetwork\Toolbar\apnmcp.exe, 5552

2015-02-09 16:12:04, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\wbem\unsecapp.exe, 5984

2015-02-09 16:12:06, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Users\user\AppData\Local\AskPartnerNetwork\Toolbar\Updater\IDC\IdcLdr.exe, 2372

2015-02-09 16:12:07, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Program Files\AskPartnerNetwork\Toolbar\Updater\TBNotifier.exe, 3692

2015-02-09 16:12:09, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\grr\3.0.0.2\grr.exe, 7892

2015-02-09 16:12:10, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\System32\dinotify.exe, 2844

2015-02-09 16:12:11, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\cmd.exe, 6164

2015-02-09 16:12:13, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\conhost.exe, 7076

2015-02-09 16:12:14, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\cmd.exe, 6588

2015-02-09 16:12:15, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\conhost.exe, 1152

2015-02-09 16:12:17, WIN-M4BNKTIO76D, PE_file, yaramem, Z:\ivalenzuela\github\aboutsecurity\rastrea2r\rastrea2r_server_v01\rastrea2r_server.exe, 7960

2015-02-09 16:12:18, WIN-M4BNKTIO76D, PE_file, yaramem, C:\Windows\system32\wbem\wmiprvse.exe, 5028

